"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","Q3A1"
"VT","【Q3】 TOMA"
"HT","Header A"
"BT","b1.Base-Total Respondents"
"CH",,"National",,,,,,"Top 4",,,,,,"Top 4+A",,,,,,"A",,,,,,"B",,,,,,"China1+/1",,,,,,"China1+",,,,,,"China1",,,,,,"China2&3",,,,,,"China2",,,,,,"China3",,,,,,"18-24",,,,,,"25-34",,,,,,"35-44",,,,,,"45-55",,,,,,"University Student",,,,,,"25-34&China1+/1",,,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (c)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",a,ab," ",a," "," "," ",b," "," "," "," ",a,a," "," ",d,d,d," "," "," "," "," "," "," "," "," ",d,d," "," "," "," "," "," "," ",c," ",c," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Has packages that delight me",27.0,36.0,39.0,41.28125,0.0,33.0,3.0,10.0,9.0,11.4642857142857,0.0,7.0,13.0,20.0,23.0,28.7767857142857,0.0,19.0,10.0,10.0,14.0,17.3125,0.0,12.0,14.0,16.0,16.0,12.5044642857143,0.0,14.0,6.0,9.0,14.0,23.96875,0.0,18.0,3.0,4.0,6.0,10.2723214285714,0.0,6.0,3.0,5.0,8.0,13.6964285714286,0.0,12.0,21.0,27.0,25.0,17.3125,0.0,15.0,13.0,17.0,20.0,14.6964285714286,0.0,9.0,8.0,10.0,5.0,2.61607142857143,0.0,6.0,3.0,3.0,3.0,6.04017857142858,0.0,8.0,7.0,11.0,14.0,18.7366071428572,0.0,6.0,11.0,13.0,14.0,14.0803571428572,0.0,10.0,6.0,9.0,8.0,2.42410714285715,0.0,9.0,0.0,0.0,1.0,2.80803571428572,0.0,3.0,1.0,4.0,5.0,16.7366071428572,0.0,6.0
"PV",,11.0655737704918,10.2564102564103,11.7469879518072,12.5474924012158,0.0,10.8552631578947,11.5384615384615,12.6582278481013,13.4328358208955,17.3701298701299,0.0,10.7692307692308,12.037037037037,10.4712041884817,12.3655913978495,14.6075054387237,0.0,11.1764705882353,12.1951219512195,8.92857142857143,11.7647058823529,13.2156488549618,0.0,11.4285714285714,10.2941176470588,10.0,10.958904109589,9.47307900432902,0.0,10.4477611940299,5.8252427184466,6.61764705882353,11.2903225806452,17.1205357142857,0.0,15.6521739130435,10.3448275862069,8.33333333333333,13.953488372093,18.6769480519481,0.0,15.0,4.05405405405405,5.68181818181818,9.87654320987654,16.1134453781513,0.0,16.0,14.8936170212766,12.5581395348837,12.0192307692308,9.16005291005292,0.0,7.93650793650794,13.8297872340426,12.2302158273381,13.3333333333333,11.7571428571429,0.0,8.57142857142857,17.0212765957447,13.1578947368421,8.62068965517241,4.08761160714286,0.0,7.14285714285714,6.66666666666667,5.76923076923077,8.82352941176471,16.324806949807,0.0,17.0212765957447,8.75,9.56521739130435,9.79020979020979,14.6379743303572,0.0,5.88235294117647,15.0684931506849,10.077519379845,13.0841121495327,12.9177588466579,0.0,10.5263157894737,13.0434782608696,16.3636363636364,16.6666666666667,4.40746753246754,0.0,15.0,0.0,0.0,10.0,25.5275974025974,0.0,15.7894736842105,3.2258064516129,8.51063829787234,9.80392156862745,17.9963517665131,0.0,10.3448275862069
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",ab," ",ab," "," "," "," "," "," "," "," "," ",ab," ",ab," "," "," "," "," "," "," "," "," "," "," "," ",d,d," "," "," "," "," "," "," "," "," "," "," "," "," ",f," "," "," "," "," "," "," "," "," ",d,d," "," ",d," "," "," "," "," "," "," "," "," ",a," "," "
"RW","Has products you can feel working the moment you use them",22.0,37.0,38.0,36.453125,0.0,32.0,3.0,12.0,5.0,5.51077586206897,0.0,11.0,9.0,21.0,24.0,25.3092672413793,0.0,22.0,6.0,9.0,19.0,19.7984913793104,0.0,11.0,13.0,16.0,14.0,11.1438577586207,0.0,10.0,11.0,10.0,17.0,26.4315732758621,0.0,15.0,3.0,4.0,4.0,12.8992456896552,0.0,8.0,8.0,6.0,13.0,13.5323275862069,0.0,7.0,11.0,27.0,21.0,10.0215517241379,0.0,17.0,6.0,19.0,17.0,7.26616379310345,0.0,10.0,5.0,8.0,4.0,2.75538793103448,0.0,7.0,4.0,4.0,1.0,4.51077586206897,0.0,2.0,7.0,8.0,16.0,17.0431034482759,0.0,6.0,7.0,17.0,13.0,9.26616379310345,0.0,19.0,4.0,8.0,8.0,5.63308189655173,0.0,5.0,0.0,0.0,1.0,2.75538793103448,0.0,0.0,3.0,2.0,8.0,18.7984913793104,0.0,4.0
"PV",,9.01639344262295,10.5413105413105,11.4457831325301,11.0799772036474,0.0,10.5263157894737,11.5384615384615,15.1898734177215,7.46268656716418,8.34966039707419,0.0,16.9230769230769,8.33333333333333,10.9947643979058,12.9032258064516,12.8473437773499,0.0,12.9411764705882,7.31707317073171,8.03571428571429,15.9663865546218,15.1133521979468,0.0,10.4761904761905,9.55882352941176,10.0,9.58904109589041,8.44231648380356,0.0,7.46268656716418,10.6796116504854,7.35294117647059,13.7096774193548,18.8796951970443,0.0,13.0434782608696,10.3448275862069,8.33333333333333,9.30232558139535,23.4531739811912,0.0,20.0,10.8108108108108,6.81818181818182,16.0493827160494,15.9203853955375,0.0,9.33333333333333,7.80141843971631,12.5581395348837,10.0961538461538,5.3024083196497,0.0,8.994708994709,6.38297872340426,13.6690647482014,11.3333333333333,5.81293103448276,0.0,9.52380952380952,10.6382978723404,10.5263157894737,6.89655172413793,4.30529364224138,0.0,8.33333333333333,8.88888888888889,7.69230769230769,2.94117647058824,12.1912861136999,0.0,4.25531914893617,8.75,6.95652173913043,11.1888111888112,13.3149245689655,0.0,5.88235294117647,9.58904109589041,13.1782945736434,12.1495327102804,8.50106770009491,0.0,20.0,8.69565217391304,14.5454545454545,16.6666666666667,10.2419670846395,0.0,8.33333333333333,0.0,0.0,10.0,25.0489811912226,0.0,0.0,9.67741935483871,4.25531914893617,15.6862745098039,20.2134315906563,0.0,6.89655172413793
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b," "," "," "," "," ",b," "," "," "," "," "," "," "," "," ",d," "," "," "," "," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",bf," "," "
"RW","Is more effective than other brands",26.0,37.0,32.0,29.3125,0.0,35.0,2.0,9.0,9.0,5.67592592592593,0.0,6.0,11.0,19.0,22.0,18.9606481481482,0.0,19.0,9.0,10.0,13.0,13.2847222222222,0.0,13.0,15.0,18.0,10.0,10.3518518518519,0.0,16.0,9.0,16.0,13.0,18.1226851851852,0.0,17.0,1.0,7.0,6.0,9.51388888888889,0.0,10.0,8.0,9.0,7.0,8.6087962962963,0.0,7.0,17.0,21.0,19.0,11.1898148148148,0.0,18.0,9.0,13.0,15.0,8.35185185185185,0.0,6.0,8.0,8.0,4.0,2.83796296296296,0.0,12.0,3.0,4.0,1.0,3.25694444444445,0.0,8.0,11.0,10.0,8.0,11.7037037037037,0.0,8.0,9.0,18.0,16.0,11.2569444444444,0.0,15.0,3.0,5.0,7.0,3.09490740740741,0.0,4.0,0.0,0.0,0.0,2.41898148148148,0.0,3.0,3.0,6.0,3.0,11.1226851851852,0.0,6.0
"PV",,10.655737704918,10.5413105413105,9.63855421686747,8.90957446808511,0.0,11.5131578947368,7.69230769230769,11.3924050632911,13.4328358208955,8.59988776655443,0.0,9.23076923076923,10.1851851851852,9.94764397905759,11.8279569892473,9.62469449144577,0.0,11.1764705882353,10.9756097560976,8.92857142857143,10.9243697478992,10.1410093299406,0.0,12.3809523809524,11.0294117647059,11.25,6.84931506849315,7.84231200897868,0.0,11.9402985074627,8.7378640776699,11.7647058823529,10.4838709677419,12.9447751322751,0.0,14.7826086956522,3.44827586206897,14.5833333333333,13.953488372093,17.2979797979798,0.0,25.0,10.8108108108108,10.2272727272727,8.64197530864197,10.1279956427015,0.0,9.33333333333333,12.0567375886525,9.76744186046512,9.13461538461539,5.92053693905546,0.0,9.52380952380952,9.57446808510638,9.35251798561151,10.0,6.68148148148148,0.0,5.71428571428571,17.0212765957447,10.5263157894737,6.89655172413793,4.43431712962963,0.0,14.2857142857143,6.66666666666667,7.69230769230769,2.94117647058824,8.80255255255256,0.0,17.0212765957447,13.75,8.69565217391304,5.59440559440559,9.14351851851852,0.0,7.84313725490196,12.3287671232877,13.953488372093,14.9532710280374,10.3274719673802,0.0,15.7894736842105,6.52173913043478,9.09090909090909,14.5833333333333,5.62710437710438,0.0,6.66666666666667,0.0,0.0,0.0,21.9907407407407,0.0,15.7894736842105,9.67741935483871,12.7659574468085,5.88235294117647,11.9598765432099,0.0,10.3448275862069
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d," "," "," "," ",d," "," "," "," "," ",c," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Summary",131.0,200.0,202.0,189.0,0.0,187.0,10.0,44.0,39.0,37.0,0.0,35.0,62.0,113.0,106.0,107.0,0.0,104.0,52.0,69.0,67.0,70.0,0.0,69.0,69.0,87.0,96.0,82.0,0.0,83.0,59.0,72.0,75.0,63.0,0.0,67.0,14.0,24.0,24.0,25.0,0.0,24.0,45.0,48.0,51.0,38.0,0.0,43.0,72.0,128.0,127.0,126.0,0.0,120.0,52.0,80.0,93.0,83.0,0.0,65.0,20.0,48.0,34.0,43.0,0.0,55.0,25.0,33.0,26.0,18.0,0.0,32.0,38.0,73.0,90.0,64.0,0.0,67.0,39.0,67.0,55.0,67.0,0.0,50.0,29.0,27.0,31.0,40.0,0.0,38.0,0.0,0.0,8.0,4.0,0.0,13.0,17.0,29.0,33.0,38.0,0.0,35.0
"PV",,53.6885245901639,56.980056980057,60.8433734939759,57.4468085106383,0.0,61.5131578947368,38.4615384615385,55.6962025316456,58.2089552238806,56.0606060606061,0.0,53.8461538461538,57.4074074074074,59.1623036649215,56.989247311828,54.3147208121827,0.0,61.1764705882353,63.4146341463415,61.6071428571429,56.3025210084034,53.4351145038168,0.0,65.7142857142857,50.7352941176471,54.375,65.7534246575343,62.1212121212121,0.0,61.9402985074627,57.2815533980583,52.9411764705882,60.4838709677419,45.0,0.0,58.2608695652174,48.2758620689655,50.0,55.8139534883721,45.4545454545455,0.0,60.0,60.8108108108108,54.5454545454545,62.962962962963,44.7058823529412,0.0,57.3333333333333,51.063829787234,59.5348837209302,61.0576923076923,66.6666666666667,0.0,63.4920634920635,55.3191489361702,57.5539568345324,62.0,66.4,0.0,61.9047619047619,42.5531914893617,63.1578947368421,58.6206896551724,67.1875,0.0,65.4761904761905,55.5555555555556,63.4615384615385,76.4705882352941,48.6486486486486,0.0,68.0851063829787,47.5,63.4782608695652,62.9370629370629,50.0,0.0,65.6862745098039,53.4246575342466,51.937984496124,51.4018691588785,61.4678899082569,0.0,52.6315789473684,63.0434782608696,49.0909090909091,64.5833333333333,72.7272727272727,0.0,63.3333333333333,0.0,0.0,80.0,36.3636363636364,0.0,68.4210526315789,54.8387096774194,61.7021276595745,64.7058823529412,40.8602150537634,0.0,60.3448275862069
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",ab," "," "," "," "," ",c," "," ",c," "," "," "," "," "," ",d," ",d," "," "," "," "," "," ",a," ",a," "," "," "," "," "," "," ",a," ",a," ",a," "," ",ad," "," "," "," ",ad,ad," "," ",ad," "," "," "," "," "," "," "," "," ",b," "," "," "," "," "," "," "," "," ",d,d," "," ",d
"TE"
"TB","Q10ADA1"
"VT","【Q10a】 BUMO Channel"
"HT","Header A"
"BT","b1.Base-Total Respondents"
"CH",,"National",,,,,,"Top 4",,,,,,"Top 4+A",,,,,,"A",,,,,,"B",,,,,,"China1+/1",,,,,,"China1+",,,,,,"China1",,,,,,"China2&3",,,,,,"China2",,,,,,"China3",,,,,,"18-24",,,,,,"25-34",,,,,,"35-44",,,,,,"45-55",,,,,,"University Student",,,,,,"25-34&China1+/1",,,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (c)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"RT","总体",1137.0,1199.0,1500.0,1500.0,1500.0,1500.0,143.0,175.0,213.0,210.0,200.0,204.0,490.0,514.0,676.0,666.0,664.0,671.0,347.0,339.0,463.0,456.0,464.0,467.0,647.0,685.0,824.0,834.0,836.0,829.0,375.0,321.0,485.0,479.0,467.0,480.0,146.0,104.0,162.0,165.0,168.0,167.0,229.0,217.0,323.0,314.0,299.0,313.0,762.0,878.0,1015.0,1021.0,1033.0,1020.0,460.0,410.0,584.0,579.0,580.0,574.0,302.0,468.0,431.0,442.0,453.0,446.0,205.0,225.0,263.0,273.0,269.0,276.0,366.0,431.0,510.0,501.0,504.0,509.0,341.0,349.0,453.0,456.0,457.0,449.0,225.0,194.0,274.0,270.0,270.0,266.0,0.0,0.0,65.0,63.0,82.0,126.0,104.0,117.0,162.0,326.0,300.0,339.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","Hyper/Super",287.0,291.0,248.0,271.0,309.0,311.0,27.0,50.0,39.0,40.0,33.0,44.0,115.0,146.0,112.0,133.0,139.0,145.0,88.0,96.0,73.0,93.0,106.0,101.0,172.0,145.0,136.0,138.0,170.0,166.0,96.0,61.0,82.0,78.0,97.0,115.0,39.0,17.0,27.0,25.0,28.0,49.0,57.0,44.0,55.0,53.0,69.0,66.0,191.0,230.0,166.0,193.0,212.0,196.0,126.0,116.0,88.0,103.0,133.0,121.0,65.0,114.0,78.0,90.0,79.0,75.0,25.0,24.0,24.0,26.0,36.0,36.0,78.0,85.0,70.0,84.0,86.0,115.0,105.0,117.0,106.0,102.0,120.0,101.0,79.0,65.0,48.0,59.0,67.0,59.0,0.0,0.0,7.0,7.0,9.0,16.0,19.0,19.0,17.0,60.0,52.0,87.0
"PV",,25.2418645558487,24.2702251876564,16.5333333333333,18.0666666666667,20.6,20.7333333333333,18.8811188811189,28.5714285714286,18.3098591549296,19.047619047619,16.5,21.5686274509804,23.469387755102,28.4046692607004,16.5680473372781,19.96996996997,20.933734939759,21.6095380029806,25.3602305475504,28.3185840707965,15.7667386609071,20.3947368421053,22.8448275862069,21.627408993576,26.5842349304482,21.1678832116788,16.504854368932,16.5467625899281,20.3349282296651,20.0241254523522,25.6,19.0031152647975,16.9072164948454,16.2839248434238,20.7708779443255,23.9583333333333,26.7123287671233,16.3461538461538,16.6666666666667,15.1515151515152,16.6666666666667,29.3413173652695,24.8908296943231,20.2764976958525,17.0278637770898,16.8789808917197,23.0769230769231,21.0862619808307,25.0656167979003,26.1958997722096,16.3546798029557,18.9030362389814,20.5227492739593,19.2156862745098,27.3913043478261,28.2926829268293,15.0684931506849,17.7892918825561,22.9310344827586,21.0801393728223,21.523178807947,24.3589743589744,18.0974477958237,20.3619909502262,17.439293598234,16.8161434977578,12.1951219512195,10.6666666666667,9.1254752851711,9.52380952380952,13.3828996282528,13.0434782608696,21.3114754098361,19.7215777262181,13.7254901960784,16.7664670658683,17.0634920634921,22.5933202357564,30.791788856305,33.5243553008596,23.3995584988962,22.3684210526316,26.2582056892779,22.4944320712695,35.1111111111111,33.5051546391753,17.5182481751825,21.8518518518519,24.8148148148148,22.1804511278195,0.0,0.0,10.7692307692308,11.1111111111111,10.9756097560976,12.6984126984127,18.2692307692308,16.2393162393162,10.4938271604938,18.4049079754601,17.3333333333333,25.6637168141593
"MK",,cdef,cdef," "," ",c,c," ",acde," "," "," "," ",c,cdef," "," ",c,c,c,cdf," "," ",c,c,bcdef,cd," "," ",cd," ",bcc," "," "," "," ",cc,bcde," "," "," "," ",bcde,cd," "," "," "," "," ",cdef,cdef," "," ",c," ",cdf,cdf," "," ",cd,c," ",cef," "," "," "," "," "," "," "," "," "," ",c,c," "," "," ",cde,cdf,cdef," "," "," "," ",cdef,cdef," "," ",c," "," "," "," "," "," "," "," "," "," ",c,c,bcde
"RW","PCS-Personal care store",159.0,162.0,181.0,162.0,132.0,135.0,23.0,27.0,32.0,29.0,30.0,28.0,64.0,60.0,90.0,82.0,70.0,73.0,41.0,33.0,58.0,53.0,40.0,45.0,95.0,102.0,91.0,80.0,62.0,62.0,54.0,56.0,68.0,56.0,46.0,41.0,22.0,13.0,16.0,18.0,17.0,12.0,32.0,43.0,52.0,38.0,29.0,29.0,105.0,106.0,113.0,106.0,86.0,94.0,69.0,55.0,63.0,63.0,61.0,59.0,36.0,51.0,50.0,43.0,25.0,35.0,30.0,46.0,37.0,37.0,32.0,32.0,65.0,68.0,69.0,62.0,51.0,50.0,38.0,34.0,45.0,43.0,31.0,33.0,26.0,14.0,30.0,20.0,18.0,20.0,0.0,0.0,11.0,8.0,8.0,8.0,22.0,23.0,24.0,50.0,33.0,37.0
"PV",,13.9841688654354,13.511259382819,12.0666666666667,10.8,8.8,9.0,16.0839160839161,15.4285714285714,15.0234741784038,13.8095238095238,15.0,13.7254901960784,13.0612244897959,11.6731517509728,13.3136094674556,12.3123123123123,10.5421686746988,10.8792846497765,11.8155619596542,9.73451327433628,12.5269978401728,11.6228070175439,8.62068965517241,9.63597430406852,14.6831530139104,14.8905109489051,11.0436893203883,9.59232613908873,7.41626794258373,7.4788902291918,14.4,17.4454828660436,14.020618556701,11.6910229645094,9.85010706638116,8.54166666666667,15.0684931506849,12.5,9.87654320987654,10.9090909090909,10.1190476190476,7.18562874251497,13.9737991266376,19.815668202765,16.0990712074303,12.1019108280255,9.69899665551839,9.26517571884984,13.7795275590551,12.0728929384966,11.1330049261084,10.3819784524976,8.32526621490804,9.2156862745098,15.0,13.4146341463415,10.7876712328767,10.880829015544,10.5172413793103,10.2787456445993,11.9205298013245,10.8974358974359,11.6009280742459,9.72850678733032,5.51876379690949,7.847533632287,14.6341463414634,20.4444444444444,14.0684410646388,13.5531135531136,11.8959107806691,11.5942028985507,17.7595628415301,15.7772621809745,13.5294117647059,12.375249500998,10.1190476190476,9.82318271119843,11.1436950146628,9.74212034383954,9.93377483443709,9.42982456140351,6.78336980306346,7.34966592427617,11.5555555555556,7.21649484536082,10.9489051094891,7.40740740740741,6.66666666666667,7.5187969924812,0.0,0.0,16.9230769230769,12.6984126984127,9.75609756097561,6.34920634920635,21.1538461538462,19.6581196581197,14.8148148148148,15.3374233128834,11.0,10.9144542772861
"MK",,def,def,ef," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",cdef,cdef,ef," "," "," ",ef,cef,ef," "," "," ",f," "," "," "," "," "," ",def,ef," "," "," ",def,ef,e," "," "," ",cef," "," "," "," "," ",e,e,e,e," "," "," ",def," "," "," "," ",def,ef," "," "," "," ",e," "," "," "," "," "," "," "," "," "," "," "," "," ",f," "," "," ",ef,ef," "," "," "," "
"RW","Mini-market",25.0,40.0,34.0,38.0,49.0,65.0,7.0,5.0,5.0,7.0,5.0,5.0,10.0,18.0,11.0,17.0,18.0,17.0,3.0,13.0,6.0,10.0,13.0,12.0,15.0,22.0,23.0,21.0,31.0,48.0,5.0,8.0,6.0,7.0,14.0,18.0,5.0,5.0,3.0,1.0,3.0,4.0,0.0,3.0,3.0,6.0,11.0,14.0,20.0,32.0,28.0,31.0,35.0,47.0,6.0,9.0,9.0,13.0,15.0,17.0,14.0,23.0,19.0,18.0,20.0,30.0,3.0,5.0,4.0,1.0,5.0,15.0,5.0,17.0,9.0,10.0,20.0,21.0,10.0,12.0,13.0,15.0,19.0,15.0,7.0,6.0,8.0,12.0,5.0,14.0,0.0,0.0,1.0,0.0,1.0,9.0,1.0,4.0,2.0,6.0,12.0,12.0
"PV",,2.19876868953386,3.33611342785655,2.26666666666667,2.53333333333333,3.26666666666667,4.33333333333333,4.8951048951049,2.85714285714286,2.34741784037559,3.33333333333333,2.5,2.45098039215686,2.04081632653061,3.50194552529183,1.62721893491124,2.55255255255255,2.71084337349398,2.53353204172876,0.864553314121037,3.83480825958702,1.29589632829374,2.19298245614035,2.80172413793103,2.56959314775161,2.31839258114374,3.21167883211679,2.79126213592233,2.51798561151079,3.70813397129187,5.79010856453559,1.33333333333333,2.49221183800623,1.23711340206186,1.46137787056367,2.99785867237687,3.75,3.42465753424658,4.80769230769231,1.85185185185185,0.606060606060606,1.78571428571429,2.39520958083832,0.0,1.38248847926267,0.928792569659443,1.91082802547771,3.67892976588629,4.47284345047923,2.6246719160105,3.64464692482916,2.75862068965517,3.03623898139079,3.38818973862536,4.6078431372549,1.30434782608696,2.19512195121951,1.54109589041096,2.24525043177893,2.58620689655172,2.9616724738676,4.63576158940397,4.91452991452991,4.40835266821346,4.07239819004525,4.41501103752759,6.72645739910314,1.46341463414634,2.22222222222222,1.52091254752852,0.366300366300366,1.85873605947955,5.43478260869565,1.36612021857923,3.94431554524362,1.76470588235294,1.99600798403194,3.96825396825397,4.12573673870334,2.93255131964809,3.43839541547278,2.86975717439294,3.28947368421053,4.15754923413567,3.34075723830735,3.11111111111111,3.09278350515464,2.91970802919708,4.44444444444444,1.85185185185185,5.26315789473684,0.0,0.0,1.53846153846154,0.0,1.21951219512195,7.14285714285714,0.961538461538462,3.41880341880342,1.23456790123457,1.84049079754601,4.0,3.53982300884956
"MK",," "," "," "," "," ",acd," "," "," "," "," "," "," ",c," "," "," "," "," ",ac," "," ",a," "," "," "," "," "," ",abcde," "," "," "," "," ",acc," "," "," "," "," "," "," "," "," ",a,ac,abc," "," "," "," "," ",ac," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",acde," ",ac," "," ",ac,acd," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," ",cde," "," "," "," ",a," "
"RW","Cosmetic store",402.0,393.0,284.0,342.0,265.0,311.0,53.0,48.0,35.0,37.0,33.0,29.0,169.0,149.0,115.0,140.0,100.0,110.0,116.0,101.0,80.0,103.0,67.0,81.0,233.0,244.0,169.0,202.0,165.0,201.0,135.0,108.0,79.0,115.0,81.0,105.0,51.0,34.0,34.0,51.0,30.0,36.0,84.0,74.0,45.0,64.0,51.0,69.0,267.0,285.0,205.0,227.0,184.0,206.0,150.0,124.0,115.0,133.0,89.0,110.0,117.0,161.0,90.0,94.0,95.0,96.0,77.0,77.0,65.0,79.0,47.0,44.0,149.0,138.0,99.0,121.0,103.0,120.0,107.0,109.0,77.0,104.0,68.0,98.0,69.0,69.0,43.0,38.0,47.0,49.0,0.0,0.0,13.0,14.0,15.0,19.0,41.0,31.0,25.0,78.0,56.0,77.0
