"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","Q3A1"
"VT","【Q3】 TOMA"
"HT","KPI"
"BT","b1.Base-Total Respondents"
"CH",,"Rolling wave",,,,,"National",,,,,
"CL",,"Aug+Sep (a)","Sep+Nov (b)","Nov+Dec (c)","Dec+Jan (d)","Jan+March (e)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"RW","18-24",11.0,9.0,7.0,7.0,10.0,15.0
"PV",,5.36585365853659,3.16901408450704,2.66159695817491,2.56410256410256,3.71747211895911,5.43478260869565
"MK",," "," "," "," "," ",d
"RW","25-34",3.0,2.0,6.0,2.0,0.0,3.0
"PV",,0.819672131147541,0.404040404040404,1.17647058823529,0.399201596806387,0.0,0.589390962671906
"MK",,e," ",e," "," ",e
"RW","35-44",0.0,0.0,2.0,0.0,0.0,1.0
"PV",,0.0,0.0,0.441501103752759,0.0,0.0,0.22271714922049
"MK",," "," "," "," "," "," "
"RW","China 1+",1.0,0.0,1.0,1.0,0.0,3.0
"PV",,0.684931506849315,0.0,0.617283950617284,0.606060606060606,0.0,1.79640718562874
"MK",," "," "," "," "," ",be
"RW","China 1",3.0,2.0,4.0,1.0,6.0,6.0
"PV",,1.31004366812227,0.628930817610063,1.23839009287926,0.318471337579618,2.0066889632107,1.91693290734824
"MK",," "," "," "," ",d,d
"RW","China 2&3",10.0,9.0,11.0,8.0,4.0,11.0
"PV",,1.31233595800525,0.87890625,1.08374384236453,0.783545543584721,0.387221684414327,1.07843137254902
"MK",,e," ",e," "," ",e
"RW","Top 4",4.0,2.0,0.0,2.0,6.0,7.0
"PV",,2.7972027972028,0.819672131147541,0.0,0.952380952380952,3.0,3.43137254901961
"MK",,c," "," "," ",c,bcd
"RW","Top 4 + A",14.0,2.0,7.0,5.0,9.0,10.0
"PV",,2.85714285714286,0.284090909090909,1.03550295857988,0.750750750750751,1.35542168674699,1.4903129657228
"MK",,bcde," ",b," ",b,b
"RW","B",0.0,9.0,9.0,5.0,1.0,10.0
"PV",,0.0,1.13065326633166,1.09223300970874,0.599520383693046,0.119617224880383,1.20627261761158
"MK",," ",ae,ae,a," ",ae
"TE"
"TB","AD9A6"
"VT","【Awareness Driver - Inoherb】"
"HT","Wave"
"BT","b1.Base-Total Respondents"
"CH",,"National",,,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"RT","总体",1137.0,1500.0,1500.0,1500.0,1500.0,1500.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0
"RW","18-24",4.0,7.0,7.0,10.0,13.0,10.0
"PV",,1.95121951219512,2.46478873239437,2.66159695817491,3.66300366300366,4.83271375464684,3.6231884057971
"MK",," "," "," "," ",a," "
"RW","25-34",10.0,12.0,10.0,13.0,9.0,16.0
"PV",,2.73224043715847,2.42424242424242,1.96078431372549,2.59481037924152,1.78571428571429,3.1434184675835
"MK",," "," "," "," "," "," "
"RW","35-44",10.0,7.0,8.0,12.0,13.0,6.0
"PV",,2.93255131964809,1.51187904967603,1.76600441501104,2.63157894736842,2.84463894967177,1.33630289532294
"MK",," "," "," "," "," "," "
"RW","China 1+",3.0,3.0,2.0,0.0,3.0,1.0
"PV",,2.05479452054795,1.89873417721519,1.23456790123457,0.0,1.78571428571429,0.598802395209581
"MK",,d,d," "," ",d," "
"RW","China 1",5.0,6.0,4.0,5.0,10.0,8.0
"PV",,2.18340611353712,1.88679245283019,1.23839009287926,1.59235668789809,3.34448160535117,2.55591054313099
"MK",," "," "," "," ",c," "
"RW","China 2&3",19.0,23.0,30.0,38.0,24.0,28.0
"PV",,2.49343832020997,2.24609375,2.95566502463054,3.72184133202742,2.32333010648596,2.74509803921569
"MK",," "," "," ",be," "," "
"RW","Top 4",5.0,3.0,5.0,5.0,9.0,6.0
"PV",,3.4965034965035,1.22950819672131,2.34741784037559,2.38095238095238,4.5,2.94117647058824
"MK",," "," "," "," ",b," "
"RW","Top 4 + A",16.0,15.0,20.0,15.0,22.0,22.0
"PV",,3.26530612244898,2.13068181818182,2.9585798816568,2.25225225225225,3.31325301204819,3.27868852459016
"MK",," "," "," "," "," "," "
"RW","B",11.0,17.0,16.0,28.0,15.0,15.0
"PV",,1.70015455950541,2.1356783919598,1.94174757281553,3.35731414868106,1.79425837320574,1.80940892641737
"MK",," "," "," ",acef," "," "
"TE"
"TB","AD10A6"
"VT","【Awareness Driver - Kans】"
"HT","Wave"
"BT","b1.Base-Total Respondents"
"CH",,"National",,,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"RT","总体",1137.0,1500.0,1500.0,1500.0,1500.0,1500.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0
"RW","18-24",11.0,20.0,14.0,14.0,15.0,11.0
"PV",,5.36585365853659,7.04225352112676,5.32319391634981,5.12820512820513,5.57620817843866,3.98550724637681
"MK",," "," "," "," "," "," "
"RW","25-34",25.0,27.0,14.0,30.0,41.0,28.0
"PV",,6.83060109289617,5.45454545454545,2.74509803921569,5.98802395209581,8.13492063492063,5.50098231827112
"MK",,c,c," ",c,bcf,c
"RW","35-44",9.0,17.0,6.0,10.0,18.0,22.0
"PV",,2.63929618768328,3.67170626349892,1.32450331125828,2.19298245614035,3.93873085339168,4.89977728285078
"MK",," ",c," "," ",c,acd
"RW","China 1+",3.0,3.0,6.0,6.0,10.0,9.0
"PV",,2.05479452054795,1.89873417721519,3.7037037037037,3.63636363636364,5.95238095238095,5.38922155688623
"MK",," "," "," "," ",ab,b
"RW","China 1",6.0,6.0,4.0,15.0,15.0,13.0
"PV",,2.62008733624454,1.88679245283019,1.23839009287926,4.77707006369427,5.01672240802676,4.15335463258786
"MK",," "," "," ",bc,bc,bc
"RW","China 2&3",41.0,59.0,34.0,38.0,56.0,47.0
"PV",,5.38057742782152,5.76171875,3.34975369458128,3.72184133202742,5.42110358180058,4.6078431372549
"MK",,c,cd," "," ",cd," "
"RW","Top 4",8.0,10.0,4.0,4.0,6.0,5.0
"PV",,5.59440559440559,4.0983606557377,1.87793427230047,1.9047619047619,3.0,2.45098039215686
"MK",,cd," "," "," "," "," "
"RW","Top 4 + A",29.0,24.0,13.0,28.0,30.0,31.0
"PV",,5.91836734693878,3.40909090909091,1.92307692307692,4.2042042042042,4.51807228915663,4.61997019374069
"MK",,bc,c," ",c,c,c
"RW","B",21.0,44.0,31.0,31.0,51.0,38.0
"PV",,3.24574961360124,5.52763819095477,3.7621359223301,3.71702637889688,6.10047846889952,4.583835946924
"MK",," ",acd," "," ",acd," "
"TE"
"TB","AD11A6"
"VT","【Awareness Driver - Lancome】"
"HT","Wave"
"BT","b1.Base-Total Respondents"
"CH",,"National",,,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"RT","总体",1137.0,1500.0,1500.0,1500.0,1500.0,1500.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0
"RW","18-24",8.0,10.0,11.0,11.0,8.0,10.0
"PV",,3.90243902439024,3.52112676056338,4.18250950570342,4.02930402930403,2.97397769516729,3.6231884057971
"MK",," "," "," "," "," "," "
"RW","25-34",9.0,21.0,30.0,23.0,25.0,20.0
"PV",,2.45901639344262,4.24242424242424,5.88235294117647,4.59081836327345,4.96031746031746,3.92927308447937
"MK",," "," ",a,a,a," "
"RW","35-44",11.0,26.0,20.0,20.0,20.0,23.0
"PV",,3.2258064516129,5.61555075593953,4.41501103752759,4.3859649122807,4.37636761487965,5.12249443207127
"MK",," ",a," "," "," "," "
"RW","China 1+",8.0,20.0,16.0,8.0,10.0,12.0
"PV",,5.47945205479452,12.6582278481013,9.87654320987654,4.84848484848485,5.95238095238095,7.18562874251497
"MK",," ",adef,d," "," "," "
"RW","China 1",12.0,16.0,25.0,21.0,16.0,15.0
"PV",,5.24017467248908,5.0314465408805,7.73993808049536,6.68789808917197,5.35117056856187,4.79233226837061
"MK",," "," "," "," "," "," "
"RW","China 2&3",16.0,35.0,34.0,39.0,36.0,34.0
"PV",,2.0997375328084,3.41796875,3.34975369458128,3.81978452497551,3.48499515972894,3.33333333333333
"MK",," ",a," ",a,a," "
"RW","Top 4",4.0,14.0,11.0,17.0,13.0,5.0
"PV",,2.7972027972028,5.73770491803279,5.16431924882629,8.09523809523809,6.5,2.45098039215686
"MK",," ",f," ",af,af," "
"RW","Top 4 + A",18.0,39.0,40.0,39.0,33.0,35.0
"PV",,3.6734693877551,5.53977272727273,5.91715976331361,5.85585585585586,4.96987951807229,5.21609538002981
"MK",," "," ",a,a," "," "
"RW","B",18.0,32.0,35.0,29.0,29.0,26.0
"PV",,2.78207109737249,4.02010050251256,4.24757281553398,3.47721822541966,3.4688995215311,3.13630880579011
"MK",," "," "," "," "," "," "
"TE"
"TB","AD14A6"
"VT","【Awareness Driver - SK-II】"
"HT","Wave"
"BT","b1.Base-Total Respondents"
"CH",,"National",,,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"RT","总体",1137.0,1500.0,1500.0,1500.0,1500.0,1500.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0
"RW","18-24",5.0,5.0,6.0,9.0,13.0,12.0
"PV",,2.4390243902439,1.76056338028169,2.28136882129278,3.2967032967033,4.83271375464684,4.34782608695652
"MK",," "," "," "," ",b,b
"RW","25-34",3.0,15.0,11.0,14.0,4.0,3.0
"PV",,0.819672131147541,3.03030303030303,2.15686274509804,2.79441117764471,0.793650793650794,0.589390962671906
"MK",," ",aef,aef,aef," "," "
"RW","35-44",4.0,2.0,5.0,4.0,3.0,4.0
"PV",,1.17302052785924,0.431965442764579,1.1037527593819,0.87719298245614,0.656455142231947,0.89086859688196
"MK",," "," "," "," "," "," "
"RW","China 1+",3.0,8.0,3.0,6.0,5.0,2.0
"PV",,2.05479452054795,5.06329113924051,1.85185185185185,3.63636363636364,2.97619047619048,1.19760479041916
"MK",," ",f," "," "," "," "
"RW","China 1",3.0,7.0,7.0,5.0,6.0,5.0
"PV",,1.31004366812227,2.20125786163522,2.1671826625387,1.59235668789809,2.0066889632107,1.59744408945687
"MK",," "," "," "," "," "," "
"RW","China 2&3",8.0,10.0,14.0,17.0,11.0,12.0
"PV",,1.0498687664042,0.9765625,1.37931034482759,1.66503428011753,1.0648596321394,1.17647058823529
"MK",," "," "," "," "," "," "
"RW","Top 4",2.0,8.0,6.0,3.0,5.0,3.0
"PV",,1.3986013986014,3.27868852459016,2.8169014084507,1.42857142857143,2.5,1.47058823529412
"MK",," "," "," "," "," "," "
"RW","Top 4 + A",6.0,11.0,17.0,13.0,14.0,7.0
"PV",,1.22448979591837,1.5625,2.51479289940828,1.95195195195195,2.10843373493976,1.04321907600596
"MK",," "," ",af," "," "," "
"RW","B",8.0,14.0,7.0,15.0,8.0,12.0
"PV",,1.23647604327666,1.75879396984925,0.849514563106796,1.79856115107914,0.956937799043062,1.4475271411339
"MK",," "," "," ",c," "," "
"TE"
"TB","AD15A6"
"VT","【Awareness Driver - Vichy】"
"HT","Wave"
"BT","b1.Base-Total Respondents"
"CH",,"National",,,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"RT","总体",1137.0,1500.0,1500.0,1500.0,1500.0,1500.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0
"RW","18-24",0.0,0.0,0.0,0.0,1.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.371747211895911,0.0
"MK",," "," "," "," "," "," "
"RW","25-34",0.0,1.0,2.0,0.0,1.0,0.0
"PV",,0.0,0.202020202020202,0.392156862745098,0.0,0.198412698412698,0.0
"MK",," "," "," "," "," "," "
"RW","35-44",0.0,1.0,4.0,1.0,2.0,0.0
"PV",,0.0,0.215982721382289,0.883002207505519,0.219298245614035,0.437636761487965,0.0
"MK",," "," ",af," "," "," "
"RW","China 1+",0.0,0.0,0.0,0.0,0.0,1.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.598802395209581
"MK",," "," "," "," "," "," "
"RW","China 1",0.0,0.0,2.0,1.0,0.0,0.0
"PV",,0.0,0.0,0.619195046439629,0.318471337579618,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","China 2&3",0.0,2.0,5.0,0.0,4.0,0.0
"PV",,0.0,0.1953125,0.492610837438424,0.0,0.387221684414327,0.0
"MK",," "," ",adf," ",adf," "
"RW","Top 4",0.0,0.0,0.0,1.0,1.0,0.0
"PV",,0.0,0.0,0.0,0.476190476190476,0.5,0.0
"MK",," "," "," "," "," "," "
"RW","Top 4 + A",0.0,2.0,2.0,1.0,2.0,1.0
"PV",,0.0,0.284090909090909,0.29585798816568,0.15015015015015,0.301204819277108,0.14903129657228
"MK",," "," "," "," "," "," "
"RW","B",0.0,0.0,5.0,0.0,2.0,0.0
"PV",,0.0,0.0,0.606796116504854,0.0,0.239234449760766,0.0
"MK",," "," ",abdf," "," "," "
"TE"
"TB","QQ6AR6"
"VT","【Copy Performance】"
"HT","Wave"
"BT","b44.M2"
"CH",,"National",,,,,
"CL",,"Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"RT","总体",1137.0,1500.0,1500.0,1500.0,0.0,1500.0
"RW","宋茜TVC （110178）",593.0,559.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",170.0,140.0,0.0,0.0,0.0,0.0
"PV",,28.6677908937605,25.0447227191413,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",170.0,140.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",42.0,40.0,0.0,0.0,0.0,0.0
"PV",,24.7058823529412,28.5714285714286,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Olay Bride to be（110182）",0.0,570.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,78.0,0.0,0.0,0.0,0.0
"PV",,0.0,13.6842105263158,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,78.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,9.0,0.0,0.0,0.0,0.0
"PV",,0.0,11.5384615384615,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Olay Ruler170522GYY 15sRC",0.0,0.0,444.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,164.0,0.0,0.0,0.0
"PV",,0.0,0.0,36.9369369369369,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,164.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,46.0,0.0,0.0,0.0
"PV",,0.0,0.0,28.0487804878049,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Olay-Mom-2mins-Sep‘17",0.0,0.0,475.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,166.0,0.0,0.0,0.0
"PV",,0.0,0.0,34.9473684210526,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,166.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,53.0,0.0,0.0,0.0
"PV",,0.0,0.0,31.9277108433735,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","OlayCELL SCIENCERG15SDIGITAL NATIONALHD",0.0,0.0,433.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,142.0,0.0,0.0,0.0
"PV",,0.0,0.0,32.7944572748268,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,142.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,66.0,0.0,0.0,0.0
"PV",,0.0,0.0,46.4788732394366,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Trueview--28 Day AA final--天猫常规tagon",0.0,0.0,455.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,104.0,0.0,0.0,0.0
"PV",,0.0,0.0,22.8571428571429,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,104.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,31.0,0.0,0.0,0.0
"PV",,0.0,0.0,29.8076923076923,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","He Sui 60s Magic AA vedio",0.0,0.0,0.0,639.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,0.0,200.0,0.0,0.0
"PV",,0.0,0.0,0.0,31.2989045383412,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,0.0,200.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,0.0,47.0,0.0,0.0
"PV",,0.0,0.0,0.0,23.5,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Magic AA",0.0,0.0,0.0,618.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,0.0,207.0,0.0,0.0
"PV",,0.0,0.0,0.0,33.495145631068,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,0.0,207.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,0.0,47.0,0.0,0.0
"PV",,0.0,0.0,0.0,22.7053140096618,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","White15suniversal(HDCAM)2",0.0,0.0,0.0,0.0,0.0,579.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,0.0,0.0,0.0,190.0
"PV",,0.0,0.0,0.0,0.0,0.0,32.8151986183074
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,0.0,0.0,0.0,190.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,0.0,0.0,0.0,57.0
"PV",,0.0,0.0,0.0,0.0,0.0,30.0
"MK",," "," "," "," "," "," "
"RW","OlayCLTmallrev5HD",0.0,0.0,0.0,0.0,0.0,524.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,0.0,0.0,0.0,187.0
"PV",,0.0,0.0,0.0,0.0,0.0,35.6870229007634
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,0.0,0.0,0.0,187.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,0.0,0.0,0.0,49.0
"PV",,0.0,0.0,0.0,0.0,0.0,26.2032085561497
"MK",," "," "," "," "," "," "
"RW","Loreal欧莱雅名人篇（吴亦凡|展示|欧莱雅矿漠泥长效控油洁面乳）（110183） ",0.0,556.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,187.0,0.0,0.0,0.0,0.0
"PV",,0.0,33.6330935251799,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,187.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,87.0,0.0,0.0,0.0,0.0
"PV",,0.0,46.524064171123,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Loreal欧莱雅名人篇(迪丽热巴|展示|看得到的膨膨水摸得到) (110176)",562.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",134.0,0.0,0.0,0.0,0.0,0.0
"PV",,23.8434163701068,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",134.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",28.0,0.0,0.0,0.0,0.0,0.0
"PV",,20.8955223880597,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","欧莱雅复颜积雪草微精华-露名人篇(巩俐展示)-15s",0.0,0.0,433.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,218.0,0.0,0.0,0.0
"PV",,0.0,0.0,50.3464203233256,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,218.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,89.0,0.0,0.0,0.0
"PV",,0.0,0.0,40.8256880733945,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","欧莱雅青春密码酵素眼部精华肌底液-名人篇迪丽热巴-15s",0.0,0.0,458.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,131.0,0.0,0.0,0.0
"PV",,0.0,0.0,28.6026200873362,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,131.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,59.0,0.0,0.0,0.0
"PV",,0.0,0.0,45.0381679389313,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Loreal jixuecaoweijinghualu180102",0.0,0.0,0.0,0.0,0.0,537.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,0.0,0.0,0.0,192.0
"PV",,0.0,0.0,0.0,0.0,0.0,35.7541899441341
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,0.0,0.0,0.0,192.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,0.0,0.0,0.0,76.0
"PV",,0.0,0.0,0.0,0.0,0.0,39.5833333333333
"MK",," "," "," "," "," "," "
"RW","Estee Lauder雅诗兰黛持妆粉底液（110184）",0.0,591.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,129.0,0.0,0.0,0.0,0.0
"PV",,0.0,21.8274111675127,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,129.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,26.0,0.0,0.0,0.0,0.0
"PV",,0.0,20.1550387596899,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Estee Lauder名人篇（杨幂|展示|肌肤纯透亮） Nutritious Vitality Radiant Energy Lotion（110179）",597.0,570.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",318.0,312.0,0.0,0.0,0.0,0.0
"PV",,53.2663316582915,54.7368421052632,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",318.0,312.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",55.0,52.0,0.0,0.0,0.0,0.0
"PV",,17.2955974842767,16.6666666666667,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","雅诗兰黛肌底微&小棕瓶精华-展示篇-15s",0.0,0.0,425.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,122.0,0.0,0.0,0.0
"PV",,0.0,0.0,28.7058823529412,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,122.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,44.0,0.0,0.0,0.0
"PV",,0.0,0.0,36.0655737704918,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","雅诗兰黛ADVANCED NIGHT REPAIR亮眼精萃",0.0,0.0,487.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,125.0,0.0,0.0,0.0
"PV",,0.0,0.0,25.6673511293635,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,125.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,23.0,0.0,0.0,0.0
"PV",,0.0,0.0,18.4,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","雅诗兰黛 护肤品",0.0,0.0,0.0,718.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,0.0,74.0,0.0,0.0
"PV",,0.0,0.0,0.0,10.3064066852368,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,0.0,74.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,0.0,17.0,0.0,0.0
"PV",,0.0,0.0,0.0,22.972972972973,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Estee Lauder xiaozongpingjinghua",0.0,0.0,0.0,0.0,0.0,579.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,0.0,0.0,0.0,142.0
"PV",,0.0,0.0,0.0,0.0,0.0,24.5250431778929
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,0.0,0.0,0.0,142.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,0.0,0.0,0.0,59.0
"PV",,0.0,0.0,0.0,0.0,0.0,41.5492957746479
"MK",," "," "," "," "," "," "
"RW","Lancome 兰蔻小黑瓶大眼精华Genifique Yeux Light-Pearl （110180）",568.0,571.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",139.0,140.0,0.0,0.0,0.0,0.0
"PV",,24.4718309859155,24.5183887915937,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Aware Copy Base Size:",139.0,140.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",34.0,32.0,0.0,0.0,0.0,0.0
"PV",,24.4604316546763,22.8571428571429,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","兰蔻GENIFIQUE小黑瓶安瓶精华-展示篇(女士展示)-15s",0.0,0.0,461.0,610.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Copy Aware",0.0,0.0,145.0,149.0,0.0,0.0
"PV",,0.0,0.0,31.4533622559653,24.4262295081967,0.0,0.0
"MK",," "," ",d," "," "," "
"RW","Aware Copy Base Size:",0.0,0.0,145.0,149.0,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","Brand Linkage(Among aware)",0.0,0.0,74.0,78.0,0.0,0.0
"PV",,0.0,0.0,51.0344827586207,52.3489932885906,0.0,0.0
"MK",," "," "," "," "," "," "
"RW","兰蔻菁纯玫愈颜霜 法国兰蔻",0.0,0.0,0.0,641.0,0.0,0.0
