"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","Q3A1"
"VT","【Q3】 TOMA"
"HT","KPI"
"BT","b1.Base-Total Respondents"
"CH",,"Rolling wave",,,,,"National",,,,,
"CL",,"Aug+Sep (a)","Sep+Nov (b)","Nov+Dec (c)","Dec+Jan (d)","Jan+March (e)","Aug (a)","Sep (b)","Nov (c)","Dec (d)","Jan (e)","March (f)"
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Top 4+A City",14.0,2.0,7.0,5.0,9.0,10.0,27.0,18.0,28.0,21.0,28.0,32.0,0.0,0.0,76.0,67.0,66.0,57.0
"PV",,2.85714285714286,0.284090909090909,1.03550295857988,0.750750750750751,1.35542168674699,1.4903129657228,5.51020408163265,2.55681818181818,4.14201183431953,3.15315315315315,4.21686746987952,4.76900149031297,0.0,0.0,11.2426035502959,10.0600600600601,9.93975903614458,8.49478390461997
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","A City     ",10.0,0.0,7.0,3.0,3.0,3.0,18.0,11.0,21.0,13.0,17.0,15.0,0.0,0.0,60.0,45.0,45.0,36.0
"PV",,2.88184438040346,0.0,1.51187904967603,0.657894736842105,0.646551724137931,0.642398286937901,5.18731988472623,2.39130434782609,4.53563714902808,2.85087719298246,3.66379310344828,3.21199143468951,0.0,0.0,12.9589632829374,9.86842105263158,9.69827586206897,7.70877944325482
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","B city     ",0.0,9.0,9.0,5.0,1.0,10.0,5.0,17.0,23.0,19.0,14.0,27.0,0.0,0.0,71.0,53.0,38.0,58.0
"PV",,0.0,1.13065326633166,1.09223300970874,0.599520383693046,0.119617224880383,1.20627261761158,0.772797527047913,2.1356783919598,2.79126213592233,2.27817745803357,1.67464114832536,3.25693606755127,0.0,0.0,8.61650485436893,6.35491606714628,4.54545454545455,6.99638118214717
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1+/1  ",4.0,2.0,5.0,2.0,6.0,9.0,11.0,10.0,18.0,12.0,18.0,22.0,0.0,0.0,48.0,46.0,44.0,41.0
"PV",,1.06666666666667,0.420168067226891,1.03092783505155,0.417536534446764,1.2847965738758,1.875,2.93333333333333,2.10084033613445,3.71134020618557,2.50521920668058,3.85438972162741,4.58333333333333,0.0,0.0,9.89690721649485,9.60334029227557,9.42184154175589,8.54166666666667
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1+    ",1.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,5.0,4.0,4.0,9.0,0.0,0.0,18.0,12.0,14.0,10.0
"PV",,0.684931506849315,0.0,0.617283950617284,0.606060606060606,0.0,1.79640718562874,1.36986301369863,1.89873417721519,3.08641975308642,2.42424242424242,2.38095238095238,5.38922155688623,0.0,0.0,11.1111111111111,7.27272727272727,8.33333333333333,5.98802395209581
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1     ",3.0,2.0,4.0,1.0,6.0,6.0,9.0,7.0,13.0,8.0,14.0,13.0,0.0,0.0,30.0,34.0,30.0,31.0
"PV",,1.31004366812227,0.628930817610063,1.23839009287926,0.318471337579618,2.0066889632107,1.91693290734824,3.93013100436681,2.20125786163522,4.02476780185759,2.54777070063694,4.68227424749164,4.15335463258786,0.0,0.0,9.28792569659443,10.828025477707,10.0334448160535,9.90415335463259
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China2     ",6.0,4.0,8.0,5.0,1.0,10.0,14.0,15.0,25.0,16.0,16.0,26.0,0.0,0.0,72.0,48.0,39.0,52.0
"PV",,1.30434782608696,0.719424460431655,1.36986301369863,0.863557858376511,0.172413793103448,1.74216027874564,3.04347826086957,2.69784172661871,4.28082191780822,2.76338514680484,2.75862068965517,4.52961672473868,0.0,0.0,12.3287671232877,8.29015544041451,6.72413793103448,9.05923344947735
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China3",4.0,5.0,3.0,3.0,3.0,1.0,7.0,10.0,8.0,12.0,8.0,11.0,0.0,0.0,27.0,26.0,21.0,22.0
"PV",,1.32450331125828,1.06837606837607,0.696055684454756,0.678733031674208,0.662251655629139,0.224215246636771,2.31788079470199,2.13675213675214,1.85614849187935,2.71493212669683,1.76600441501104,2.46636771300448,0.0,0.0,6.26450116009281,5.88235294117647,4.63576158940397,4.93273542600897
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","BK9"
"VT","【Breakout-Inoherb】"
"HT","Breakout"
"BT","All Respondents"
"CH",,"TOMA",,,,,,"UBA",,,,,,"P3M Purchase",,,,,
"CL",,"Aug","Sep","Nov","Dec","Jan","March","Aug","Sep","Nov","Dec","Jan","March","Aug","Sep","Nov","Dec","Jan","March"
"RT","总体",1137.0,1500.0,1500.0,1500.0,1500.0,1500.0,1137.0,1500.0,1500.0,1500.0,1500.0,1500.0,1137.0,1500.0,1500.0,1500.0,1500.0,1500.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","National   ",27.0,32.0,36.0,43.0,37.0,37.0,76.0,114.0,159.0,172.0,204.0,178.0,0.0,0.0,329.0,304.0,364.0,329.0
"PV",,2.37467018469657,2.13333333333333,2.4,2.86666666666667,2.46666666666667,2.46666666666667,6.68425681618294,7.6,10.6,11.4666666666667,13.6,11.8666666666667,0.0,0.0,21.9333333333333,20.2666666666667,24.2666666666667,21.9333333333333
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","18-24      ",4.0,7.0,7.0,10.0,13.0,10.0,16.0,23.0,26.0,34.0,39.0,31.0,0.0,0.0,62.0,46.0,49.0,65.0
"PV",,1.95121951219512,2.46478873239437,2.66159695817491,3.66300366300366,4.83271375464684,3.6231884057971,7.80487804878049,8.09859154929577,9.88593155893536,12.4542124542125,14.4981412639405,11.231884057971,0.0,0.0,23.574144486692,16.8498168498169,18.2156133828996,23.5507246376812
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","25-34      ",10.0,12.0,10.0,13.0,9.0,16.0,25.0,41.0,66.0,55.0,73.0,69.0,0.0,0.0,106.0,100.0,129.0,96.0
"PV",,2.73224043715847,2.42424242424242,1.96078431372549,2.59481037924152,1.78571428571429,3.1434184675835,6.83060109289617,8.28282828282828,12.9411764705882,10.9780439121756,14.484126984127,13.5559921414538,0.0,0.0,20.7843137254902,19.9600798403194,25.5952380952381,18.860510805501
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","35-44      ",10.0,7.0,8.0,12.0,13.0,6.0,22.0,32.0,42.0,49.0,59.0,48.0,0.0,0.0,100.0,97.0,120.0,108.0
"PV",,2.93255131964809,1.51187904967603,1.76600441501104,2.63157894736842,2.84463894967177,1.33630289532294,6.45161290322581,6.91144708423326,9.27152317880795,10.7456140350877,12.910284463895,10.6904231625835,0.0,0.0,22.075055187638,21.2719298245614,26.2582056892779,24.0534521158129
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","45+        ",3.0,6.0,11.0,8.0,2.0,5.0,13.0,18.0,25.0,34.0,33.0,30.0,0.0,0.0,61.0,61.0,66.0,60.0
"PV",,1.33333333333333,2.32558139534884,4.01459854014599,2.96296296296296,0.740740740740741,1.8796992481203,5.77777777777778,6.97674418604651,9.12408759124088,12.5925925925926,12.2222222222222,11.2781954887218,0.0,0.0,22.2627737226277,22.5925925925926,24.4444444444444,22.5563909774436
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Top 4 City ",5.0,3.0,5.0,5.0,9.0,6.0,12.0,17.0,21.0,20.0,27.0,23.0,0.0,0.0,58.0,37.0,58.0,42.0
"PV",,3.4965034965035,1.22950819672131,2.34741784037559,2.38095238095238,4.5,2.94117647058824,8.39160839160839,6.9672131147541,9.85915492957746,9.52380952380952,13.5,11.2745098039216,0.0,0.0,27.2300469483568,17.6190476190476,29.0,20.5882352941176
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Top 4+A City",16.0,15.0,20.0,15.0,22.0,22.0,38.0,53.0,74.0,76.0,95.0,91.0,0.0,0.0,152.0,138.0,163.0,158.0
"PV",,3.26530612244898,2.13068181818182,2.9585798816568,2.25225225225225,3.31325301204819,3.27868852459016,7.75510204081633,7.52840909090909,10.9467455621302,11.4114114114114,14.3072289156627,13.5618479880775,0.0,0.0,22.4852071005917,20.7207207207207,24.5481927710843,23.5469448584203
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","A City     ",11.0,12.0,15.0,10.0,13.0,16.0,26.0,36.0,53.0,56.0,68.0,68.0,0.0,0.0,94.0,101.0,105.0,116.0
"PV",,3.1700288184438,2.60869565217391,3.23974082073434,2.19298245614035,2.80172413793103,3.42612419700214,7.49279538904899,7.82608695652174,11.4470842332613,12.280701754386,14.6551724137931,14.5610278372591,0.0,0.0,20.3023758099352,22.1491228070175,22.6293103448276,24.8394004282655
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","B city     ",11.0,17.0,16.0,28.0,15.0,15.0,38.0,61.0,85.0,96.0,109.0,87.0,0.0,0.0,177.0,166.0,201.0,171.0
"PV",,1.70015455950541,2.1356783919598,1.94174757281553,3.35731414868106,1.79425837320574,1.80940892641737,5.87326120556414,7.66331658291457,10.3155339805825,11.5107913669065,13.0382775119617,10.4945717732207,0.0,0.0,21.4805825242718,19.9040767386091,24.0430622009569,20.627261761158
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1+/1  ",8.0,9.0,6.0,5.0,13.0,9.0,18.0,37.0,44.0,32.0,62.0,58.0,0.0,0.0,96.0,76.0,108.0,89.0
"PV",,2.13333333333333,1.89075630252101,1.23711340206186,1.04384133611691,2.78372591006424,1.875,4.8,7.77310924369748,9.07216494845361,6.68058455114823,13.2762312633833,12.0833333333333,0.0,0.0,19.7938144329897,15.866388308977,23.1263383297645,18.5416666666667
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1+    ",3.0,3.0,2.0,0.0,3.0,1.0,7.0,9.0,6.0,8.0,25.0,19.0,0.0,0.0,24.0,30.0,35.0,30.0
"PV",,2.05479452054795,1.89873417721519,1.23456790123457,0.0,1.78571428571429,0.598802395209581,4.79452054794521,5.69620253164557,3.7037037037037,4.84848484848485,14.8809523809524,11.377245508982,0.0,0.0,14.8148148148148,18.1818181818182,20.8333333333333,17.9640718562874
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1     ",5.0,6.0,4.0,5.0,10.0,8.0,11.0,28.0,38.0,24.0,37.0,39.0,0.0,0.0,72.0,46.0,73.0,59.0
"PV",,2.18340611353712,1.88679245283019,1.23839009287926,1.59235668789809,3.34448160535117,2.55591054313099,4.80349344978166,8.80503144654088,11.7647058823529,7.64331210191083,12.3745819397993,12.4600638977636,0.0,0.0,22.2910216718266,14.6496815286624,24.4147157190635,18.8498402555911
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China2     ",7.0,11.0,18.0,24.0,16.0,9.0,33.0,39.0,72.0,88.0,94.0,60.0,0.0,0.0,139.0,133.0,159.0,136.0
"PV",,1.52173913043478,1.97841726618705,3.08219178082192,4.14507772020725,2.75862068965517,1.56794425087108,7.17391304347826,7.01438848920863,12.3287671232877,15.1986183074266,16.2068965517241,10.4529616724739,0.0,0.0,23.8013698630137,22.9706390328152,27.4137931034483,23.6933797909408
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China3",12.0,12.0,12.0,14.0,8.0,19.0,25.0,38.0,43.0,52.0,48.0,60.0,0.0,0.0,94.0,95.0,97.0,104.0
"PV",,3.97350993377483,2.56410256410256,2.78422273781903,3.16742081447964,1.76600441501104,4.26008968609866,8.27814569536424,8.11965811965812,9.97679814385151,11.7647058823529,10.5960264900662,13.4529147982063,0.0,0.0,21.8097447795824,21.4932126696833,21.4128035320088,23.3183856502242
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","BK10"
"VT","【Breakout-Kans】"
"HT","Breakout"
"BT","All Respondents"
"CH",,"TOMA",,,,,,"UBA",,,,,,"P3M Purchase",,,,,
"CL",,"Aug","Sep","Nov","Dec","Jan","March","Aug","Sep","Nov","Dec","Jan","March","Aug","Sep","Nov","Dec","Jan","March"
"RT","总体",1137.0,1500.0,1500.0,1500.0,1500.0,1500.0,1137.0,1500.0,1500.0,1500.0,1500.0,1500.0,1137.0,1500.0,1500.0,1500.0,1500.0,1500.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","National   ",50.0,68.0,44.0,59.0,81.0,69.0,167.0,216.0,240.0,243.0,254.0,266.0,0.0,0.0,323.0,331.0,281.0,338.0
"PV",,4.39753737906772,4.53333333333333,2.93333333333333,3.93333333333333,5.4,4.6,14.6877748460862,14.4,16.0,16.2,16.9333333333333,17.7333333333333,0.0,0.0,21.5333333333333,22.0666666666667,18.7333333333333,22.5333333333333
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","18-24      ",11.0,20.0,14.0,14.0,15.0,11.0,45.0,66.0,71.0,58.0,57.0,64.0,0.0,0.0,85.0,71.0,71.0,75.0
"PV",,5.36585365853659,7.04225352112676,5.32319391634981,5.12820512820513,5.57620817843866,3.98550724637681,21.9512195121951,23.2394366197183,26.9961977186312,21.2454212454212,21.1895910780669,23.1884057971014,0.0,0.0,32.319391634981,26.007326007326,26.3940520446097,27.1739130434783
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","25-34      ",25.0,27.0,14.0,30.0,41.0,28.0,75.0,87.0,91.0,105.0,108.0,108.0,0.0,0.0,113.0,133.0,109.0,121.0
"PV",,6.83060109289617,5.45454545454545,2.74509803921569,5.98802395209581,8.13492063492063,5.50098231827112,20.4918032786885,17.5757575757576,17.843137254902,20.9580838323353,21.4285714285714,21.2180746561886,0.0,0.0,22.156862745098,26.5469061876247,21.6269841269841,23.7721021611002
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","35-44      ",9.0,17.0,6.0,10.0,18.0,22.0,30.0,49.0,53.0,54.0,59.0,66.0,0.0,0.0,72.0,75.0,66.0,89.0
"PV",,2.63929618768328,3.67170626349892,1.32450331125828,2.19298245614035,3.93873085339168,4.89977728285078,8.79765395894428,10.5831533477322,11.6997792494481,11.8421052631579,12.910284463895,14.6993318485523,0.0,0.0,15.8940397350993,16.4473684210526,14.4420131291028,19.8218262806236
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","45+        ",5.0,4.0,10.0,5.0,7.0,8.0,17.0,14.0,25.0,26.0,30.0,28.0,0.0,0.0,53.0,52.0,35.0,53.0
"PV",,2.22222222222222,1.55038759689922,3.64963503649635,1.85185185185185,2.59259259259259,3.00751879699248,7.55555555555556,5.42635658914729,9.12408759124088,9.62962962962963,11.1111111111111,10.5263157894737,0.0,0.0,19.3430656934307,19.2592592592593,12.962962962963,19.9248120300752
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Top 4 City ",8.0,10.0,4.0,4.0,6.0,5.0,20.0,32.0,21.0,22.0,24.0,27.0,0.0,0.0,38.0,28.0,21.0,38.0
"PV",,5.59440559440559,4.0983606557377,1.87793427230047,1.9047619047619,3.0,2.45098039215686,13.986013986014,13.1147540983607,9.85915492957746,10.4761904761905,12.0,13.2352941176471,0.0,0.0,17.8403755868545,13.3333333333333,10.5,18.6274509803922
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Top 4+A City",29.0,24.0,13.0,28.0,30.0,31.0,83.0,89.0,85.0,90.0,93.0,113.0,0.0,0.0,117.0,130.0,119.0,144.0
"PV",,5.91836734693878,3.40909090909091,1.92307692307692,4.2042042042042,4.51807228915663,4.61997019374069,16.9387755102041,12.6420454545455,12.5739644970414,13.5135135135135,14.0060240963855,16.8405365126677,0.0,0.0,17.3076923076923,19.5195195195195,17.921686746988,21.4605067064083
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","A City     ",21.0,14.0,9.0,24.0,24.0,26.0,63.0,57.0,64.0,68.0,69.0,86.0,0.0,0.0,79.0,102.0,98.0,106.0
"PV",,6.05187319884726,3.04347826086957,1.9438444924406,5.26315789473684,5.17241379310345,5.56745182012848,18.1556195965418,12.3913043478261,13.8228941684665,14.9122807017544,14.8706896551724,18.4154175588865,0.0,0.0,17.0626349892009,22.3684210526316,21.1206896551724,22.6980728051392
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","B city     ",21.0,44.0,31.0,31.0,51.0,38.0,84.0,127.0,155.0,153.0,161.0,153.0,0.0,0.0,206.0,201.0,162.0,194.0
"PV",,3.24574961360124,5.52763819095477,3.7621359223301,3.71702637889688,6.10047846889952,4.583835946924,12.9829984544049,15.9547738693467,18.8106796116505,18.3453237410072,19.2583732057416,18.4559710494572,0.0,0.0,25.0,24.1007194244604,19.377990430622,23.4016887816647
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1+/1  ",9.0,9.0,10.0,21.0,25.0,22.0,36.0,45.0,70.0,61.0,71.0,76.0,0.0,0.0,110.0,103.0,81.0,89.0
"PV",,2.4,1.89075630252101,2.06185567010309,4.38413361169102,5.35331905781585,4.58333333333333,9.6,9.45378151260504,14.4329896907217,12.7348643006263,15.203426124197,15.8333333333333,0.0,0.0,22.680412371134,21.5031315240083,17.3447537473233,18.5416666666667
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1+    ",3.0,3.0,6.0,6.0,10.0,9.0,14.0,12.0,23.0,17.0,23.0,25.0,0.0,0.0,33.0,37.0,24.0,28.0
"PV",,2.05479452054795,1.89873417721519,3.7037037037037,3.63636363636364,5.95238095238095,5.38922155688623,9.58904109589041,7.59493670886076,14.1975308641975,10.3030303030303,13.6904761904762,14.9700598802395,0.0,0.0,20.3703703703704,22.4242424242424,14.2857142857143,16.7664670658683
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1     ",6.0,6.0,4.0,15.0,15.0,13.0,22.0,33.0,47.0,44.0,48.0,51.0,0.0,0.0,77.0,66.0,57.0,61.0
"PV",,2.62008733624454,1.88679245283019,1.23839009287926,4.77707006369427,5.01672240802676,4.15335463258786,9.60698689956332,10.377358490566,14.5510835913313,14.0127388535032,16.0535117056856,16.2939297124601,0.0,0.0,23.8390092879257,21.0191082802548,19.0635451505017,19.4888178913738
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China2     ",28.0,31.0,18.0,22.0,26.0,21.0,83.0,91.0,96.0,96.0,105.0,93.0,0.0,0.0,126.0,131.0,122.0,139.0
"PV",,6.08695652173913,5.57553956834532,3.08219178082192,3.79965457685665,4.48275862068965,3.65853658536585,18.0434782608696,16.3669064748201,16.4383561643836,16.580310880829,18.1034482758621,16.2020905923345,0.0,0.0,21.5753424657534,22.6252158894646,21.0344827586207,24.2160278745645
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China3",13.0,28.0,16.0,16.0,30.0,26.0,48.0,80.0,74.0,86.0,78.0,97.0,0.0,0.0,87.0,97.0,78.0,110.0
"PV",,4.3046357615894,5.98290598290598,3.7122969837587,3.61990950226244,6.62251655629139,5.82959641255605,15.8940397350993,17.0940170940171,17.169373549884,19.4570135746606,17.2185430463576,21.7488789237668,0.0,0.0,20.1856148491879,21.9457013574661,17.2185430463576,24.6636771300448
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","BK11"
"VT","【Breakout-Lancome】"
"HT","Breakout"
"BT","All Respondents"
"CH",,"TOMA",,,,,,"UBA",,,,,,"P3M Purchase",,,,,
"CL",,"Aug","Sep","Nov","Dec","Jan","March","Aug","Sep","Nov","Dec","Jan","March","Aug","Sep","Nov","Dec","Jan","March"
"RT","总体",1137.0,1500.0,1500.0,1500.0,1500.0,1500.0,1137.0,1500.0,1500.0,1500.0,1500.0,1500.0,1137.0,1500.0,1500.0,1500.0,1500.0,1500.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","National   ",36.0,71.0,75.0,68.0,62.0,61.0,174.0,276.0,306.0,269.0,292.0,327.0,0.0,0.0,171.0,138.0,138.0,146.0
"PV",,3.16622691292876,4.73333333333333,5.0,4.53333333333333,4.13333333333333,4.06666666666667,15.3034300791557,18.4,20.4,17.9333333333333,19.4666666666667,21.8,0.0,0.0,11.4,9.2,9.2,9.73333333333333
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","18-24      ",8.0,10.0,11.0,11.0,8.0,10.0,28.0,60.0,45.0,42.0,61.0,59.0,0.0,0.0,23.0,29.0,32.0,29.0
"PV",,3.90243902439024,3.52112676056338,4.18250950570342,4.02930402930403,2.97397769516729,3.6231884057971,13.6585365853659,21.1267605633803,17.1102661596958,15.3846153846154,22.6765799256506,21.3768115942029,0.0,0.0,8.74524714828897,10.6227106227106,11.8959107806691,10.5072463768116
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","25-34      ",9.0,21.0,30.0,23.0,25.0,20.0,54.0,87.0,123.0,93.0,99.0,109.0,0.0,0.0,75.0,37.0,54.0,55.0
"PV",,2.45901639344262,4.24242424242424,5.88235294117647,4.59081836327345,4.96031746031746,3.92927308447937,14.7540983606557,17.5757575757576,24.1176470588235,18.562874251497,19.6428571428571,21.4145383104126,0.0,0.0,14.7058823529412,7.38522954091816,10.7142857142857,10.8055009823183
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","35-44      ",11.0,26.0,20.0,20.0,20.0,23.0,48.0,85.0,82.0,78.0,84.0,107.0,0.0,0.0,39.0,41.0,30.0,43.0
"PV",,3.2258064516129,5.61555075593953,4.41501103752759,4.3859649122807,4.37636761487965,5.12249443207127,14.0762463343109,18.3585313174946,18.1015452538631,17.1052631578947,18.3807439824945,23.8307349665924,0.0,0.0,8.60927152317881,8.99122807017544,6.56455142231948,9.57683741648107
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","45+        ",8.0,14.0,14.0,14.0,9.0,8.0,44.0,44.0,56.0,56.0,48.0,52.0,0.0,0.0,34.0,31.0,22.0,19.0
"PV",,3.55555555555556,5.42635658914729,5.10948905109489,5.18518518518519,3.33333333333333,3.00751879699248,19.5555555555556,17.0542635658915,20.4379562043796,20.7407407407407,17.7777777777778,19.5488721804511,0.0,0.0,12.4087591240876,11.4814814814815,8.14814814814815,7.14285714285714
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Top 4 City ",4.0,14.0,11.0,17.0,13.0,5.0,15.0,56.0,55.0,50.0,48.0,36.0,0.0,0.0,22.0,25.0,22.0,19.0
"PV",,2.7972027972028,5.73770491803279,5.16431924882629,8.09523809523809,6.5,2.45098039215686,10.4895104895105,22.9508196721311,25.8215962441315,23.8095238095238,24.0,17.6470588235294,0.0,0.0,10.3286384976526,11.9047619047619,11.0,9.31372549019608
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Top 4+A City",18.0,39.0,40.0,39.0,33.0,35.0,82.0,153.0,162.0,138.0,143.0,161.0,0.0,0.0,88.0,66.0,72.0,75.0
"PV",,3.6734693877551,5.53977272727273,5.91715976331361,5.85585585585586,4.96987951807229,5.21609538002981,16.734693877551,21.7329545454545,23.9644970414201,20.7207207207207,21.5361445783133,23.9940387481371,0.0,0.0,13.0177514792899,9.90990990990991,10.8433734939759,11.177347242921
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","A City     ",14.0,25.0,29.0,22.0,20.0,30.0,67.0,97.0,107.0,88.0,95.0,125.0,0.0,0.0,66.0,41.0,50.0,56.0
"PV",,4.03458213256484,5.43478260869565,6.26349892008639,4.82456140350877,4.31034482758621,6.42398286937901,19.3083573487032,21.0869565217391,23.110151187905,19.2982456140351,20.4741379310345,26.7665952890792,0.0,0.0,14.2548596112311,8.99122807017544,10.7758620689655,11.9914346895075
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","B city     ",18.0,32.0,35.0,29.0,29.0,26.0,92.0,123.0,144.0,131.0,149.0,166.0,0.0,0.0,83.0,72.0,66.0,71.0
"PV",,2.78207109737249,4.02010050251256,4.24757281553398,3.47721822541966,3.4688995215311,3.13630880579011,14.2194744976816,15.4522613065327,17.4757281553398,15.7074340527578,17.822966507177,20.0241254523522,0.0,0.0,10.0728155339806,8.63309352517986,7.89473684210526,8.56453558504222
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1+/1  ",20.0,36.0,41.0,29.0,26.0,27.0,89.0,121.0,123.0,106.0,117.0,132.0,0.0,0.0,86.0,70.0,64.0,69.0
"PV",,5.33333333333333,7.56302521008403,8.45360824742268,6.05427974947808,5.56745182012848,5.625,23.7333333333333,25.4201680672269,25.360824742268,22.1294363256785,25.0535331905782,27.5,0.0,0.0,17.7319587628866,14.6137787056367,13.7044967880086,14.375
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1+    ",8.0,20.0,16.0,8.0,10.0,12.0,36.0,45.0,48.0,34.0,47.0,48.0,0.0,0.0,29.0,28.0,25.0,29.0
"PV",,5.47945205479452,12.6582278481013,9.87654320987654,4.84848484848485,5.95238095238095,7.18562874251497,24.6575342465753,28.4810126582278,29.6296296296296,20.6060606060606,27.9761904761905,28.7425149700599,0.0,0.0,17.9012345679012,16.969696969697,14.8809523809524,17.3652694610778
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China1     ",12.0,16.0,25.0,21.0,16.0,15.0,53.0,76.0,75.0,72.0,70.0,84.0,0.0,0.0,57.0,42.0,39.0,40.0
"PV",,5.24017467248908,5.0314465408805,7.73993808049536,6.68789808917197,5.35117056856187,4.79233226837061,23.1441048034934,23.8993710691824,23.2198142414861,22.9299363057325,23.4113712374582,26.8370607028754,0.0,0.0,17.6470588235294,13.3757961783439,13.0434782608696,12.779552715655
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","China2     ",12.0,24.0,23.0,29.0,25.0,23.0,56.0,103.0,124.0,110.0,115.0,117.0,0.0,0.0,61.0,45.0,50.0,55.0
"PV",,2.60869565217391,4.31654676258993,3.93835616438356,5.00863557858376,4.31034482758621,4.00696864111498,12.1739130434783,18.5251798561151,21.2328767123288,18.9982728842832,19.8275862068966,20.383275261324,0.0,0.0,10.4452054794521,7.7720207253886,8.62068965517241,9.58188153310105
